疾病分類,疾病名稱,症狀,併發症,危險族群,科別,部位
過敏・免疫與血液疾病,風濕熱,"關節紅腫熱痛,關節僵硬,環形紅斑,身體發熱","心肌炎,風濕性心臟病",A族溶血性鏈球菌的易感族群為5~15歲的孩童，因此風濕熱也好發於此年齡層。,風濕過敏免疫科,"肌肉,肌腱,韌帶,關節"
過敏・免疫與血液疾病,硬皮病,"手指出現白、藍、紅色,皮膚腫脹緊繃,皮膚緊縮硬化,皮膚纖維化,手指末端蒼白,手指變硬,關節疼痛,手指／腳趾過度痙孿收縮,嘴唇變薄,張口幅度變小,消化道硬化,吞嚥困難,呼吸困難,乾咳","肺間質性肺炎,肺纖維化,下肢水腫,肺高壓,心肺衰竭,急性腎衰竭,皮膚潰瘍,心律不整",null,過敏免疫風濕內科,全身
過敏・免疫與血液疾病,天疱瘡,"1. 尋常型天疱瘡：早期病灶為清澈小水皰，突然出現於外觀正常的皮膚，水皰約1cm大小，且水皰頂端很薄、極易破裂。通常病灶最早出現在病人口腔黏膜，其次侵犯頭皮、鼠蹊部及摩擦部位，女性病人外陰及陰道也可能出現，若未妥善治療，晚期可波及至全身。
2. 增殖型天疱瘡：水皰好發於摩擦部位，如腹股溝、手肘，以及面部及頭皮。臨床除了水皰外，還有糜爛處呈乳頭狀增殖，因滲出液及皮膚上厚痂產生，易有惡臭。
3. 落葉型天疱瘡：水皰不易發現，但脫屑結痂性糜爛的病兆周圍繞著紅斑。早期病灶好發於皮脂腺旺盛部位，如頭皮、面部、軀幹上半身等處，外觀類似嚴重的脂漏性溼疹。因臨床早期呈現水皰外，另有大片葉狀脫屑，故有落葉天疱瘡之名。嚴重者可呈現剝落性紅皮症。日光或高溫可導致惡化。與尋常天疱瘡不同處在於，即使病灶波及全身，卻很少侵犯黏膜。
4. 紅斑型天疱瘡：臨床呈現脫屑及痂皮病灶，好發於面頰及皮脂旺盛區域。本病可持續穩定多年或演變為廣泛型落葉天疱瘡。",若沒有及時治療，當引發全身性天疱瘡時，會有全身燙傷脫皮，容易血漿流失及受細菌感染，大面積脫皮還需住燒燙傷病房換藥治療，嚴重者會有繼發性感染，甚至死亡，一年內死亡率高達75%。,null,皮膚科、免疫風濕科,皮膚
過敏・免疫與血液疾病,乾燥症（休葛蘭氏症候群）,"眼部乾燥,口部乾燥,皮膚乾燥,頭髮乾燥,氣管乾燥,陰道乾燥,視力受損,倦怠,發燒,畏寒,體重減輕,關節痛,關節僵硬,肌肉痛,肌肉無力,掉髮,紅斑,雷諾氏現象,水腫,腹痛,皮膚疹,憂鬱","關節炎,間質性肺炎","更年期後的女性（40-60歲）。,男性、年輕女性、小孩也有發病的可能性。",風濕免疫科,眼部、口部、皮膚、關節
過敏・免疫與血液疾病,紅斑性狼瘡（SLE）,"倦怠,發燒,畏寒,體重減輕,關節痛,關節僵硬,肌肉痛,肌肉無力,掉髮,紅斑,雷諾氏現象,水腫,腹痛,皮膚疹,憂鬱,噁心,嘔吐,蛋白尿,血尿","腎絲球腎炎,腎病症候群,慢性腎臟病,腎衰竭,貧血,白血球減少,血小板減少,血栓,全身抽搐,精神異常,頭痛,神經病變,心包膜炎,心內膜炎,肋膜炎,肋膜積水,肺炎,口腔潰瘍,關節炎,乾眼症","生育期育齡婦女（年齡20至40歲）。,家族有紅斑性狼瘡病史者。,有色人種（如黑人、東方人）好發情形較白人族群為高。","風濕過敏免疫科,骨科",免疫系統
過敏・免疫與血液疾病,貝西氏症,"反覆的口腔潰瘍,腸胃出血,腹痛,腹腔膿瘍,血便,腸穿孔,腸道廔管,腦膜炎,中風,丘疹,紅斑/痤瘡樣結節,化膿性血管炎,血栓,血管瘤,生殖器潰瘍,眼部葡萄膜炎,視網膜血管炎",貝西氏症的併發症因人而異，與患者身上出現何種症狀有關。舉例而言，葡萄膜炎的患者，可能出現視力減退甚至是失明的併發症，因此貝西氏症患者若有眼睛相關症狀者，應提高警覺，若有症狀必須馬上到眼科治療，且定期至眼科接受追蹤檢查。,"平均發病年齡為20-30歲,男性發病率高於女性,居住於中東及東亞國家者（土耳其、伊朗、日本、中國）",免疫風濕科,全身
過敏・免疫與血液疾病,雷德氏症候群,"關節腫脹,關節發熱,香腸指／趾,尿道炎,前列腺炎,結膜炎,葡萄膜炎,虹膜炎,外鞏膜炎,角膜潰瘍,滲出性皮膚角質增生,口炎,環形陰莖炎,漩渦狀龜頭炎,下背痛","薦腸關節的病變,膿漏性角皮病","20-30歲之青壯年,男性患病比例為女性的5倍,有家族遺傳病史者",內科、免疫風濕科,全身
過敏・免疫與血液疾病,缺鐵性貧血,"體力虛弱,易疲倦,噁心,食慾不佳,頭暈,頭痛,心悸,呼吸困難,嗜睡,皮膚與黏膜蒼白,心臟擴大","心臟擴大,心衰竭","19至44歲的育齡期婦女，經期過長、經血過多者。,胃潰瘍、胃腸道癌症、痔瘡、子宮肌腫或子宮癌等長期性（慢性）出血患者。,長年吃素食者或飲用茶、咖啡過量者。,極度營養不均衡者。",內科、血液腫瘤科,血液
過敏・免疫與血液疾病,葡萄膜炎,"早期葡萄膜炎症狀通常會很迅速，常見的症狀包括：,眼睛發紅：前葡萄膜炎最為常見。,眼睛疼痛：各種葡萄膜炎都有機會出現。,視力模糊：各種葡萄膜炎都會出現。,飛蚊症：眼睛出現漂浮物，視野中的小黑點或波浪線，中段部葡萄膜炎常見。,對光敏感：各種葡萄膜炎都有機會出現。,如果您出現以上這些症狀，請立即去看眼科醫生。如果不治療，葡萄膜炎有可能會導致視力喪失。",失明：失明是葡萄膜炎最嚴重的併發症，葡萄膜炎必須是引起全萄膜炎才容易導致這種嚴重的情況。此時可能是由黃斑部水腫、青光眼、白內障和視網膜剝離等嚴重眼科疾病引發，嚴重威脅病人的視力。,null,"眼科,有滿多葡萄膜炎是由自己免疫疾病引起，有時也需要看風濕免疫科",眼、葡萄膜
過敏・免疫與血液疾病,鞏膜炎,"前鞏膜炎症狀：病人會感到有眼睛出現明顯的疼痛，並且眼睛的疼痛會放射到眼部周圍，有出現有畏光、流淚不止和按壓眼球感覺明顯疼痛等症狀。,後鞏膜炎症狀：症狀相對前鞏膜炎較不明顯，臨床觀察到的症狀有為程度不一的眼睛疼痛、視力減退、眼睛發紅和眼睛出現壓痛，眼瞼或結膜水腫，眼球輕度突出，嚴重時會影響到眼球運動受限與看物體出現重影的問題。",鞏膜炎可以引發視力受損和眼球損傷的併發症，常見的疾病有葡萄膜炎、角膜潰瘍、青光眼、白內障等；其中尤其以壞死性鞏膜炎最容易發生發生。,"自體免疫相關的疾病，尤其是類風濕性關節炎、結節型多發性動脈炎、紅斑性狼瘡、復發型多發性軟骨炎、韋格納氏肉芽腫等疾病。,結核病與梅毒病人,脈絡膜黑色素瘤和結膜腫瘤病人",眼科,眼、鞏膜
過敏・免疫與血液疾病,過敏性結膜炎,"一般過敏性結膜炎多有以下症狀：,眼睛相關的症狀：病人可能出現眼睛乾癢、覺得眼睛有燒灼感或異物感、一直流眼淚、眼睛的分泌物（眼屎顯著增加 比較偏水漾分泌物）。,結膜相關的症狀：病人可能眼睛或有明顯的紅腫、眼瞼下的結膜顯著水腫與充血，少數病人結膜上會出現明顯的乳突，是較為嚴重的症狀。,少數情況，還會造成角膜的傷害，此時病人可能會出現以下症狀，此時需要進一步就醫釐清：,視力模糊,眼睛畏光",角膜炎：免疫相關過敏性結膜炎中的異位性角膜結膜炎、春季型角結膜炎和乳突結膜炎是少數有可能從結膜影響到角膜的情況，嚴重時會影響視力。如果發現病人結膜明顯紅腫，周圍伴隨明顯的濕疹產生，或眼睛分泌出濃稠的分泌物時，應立即就醫。,"過敏體質：常伴隨異位性皮膚炎、氣喘、過敏性鼻炎等過敏相關疾病，尤其好發於15歲到50歲間，根據國外研究病人當中有95%發現異位性皮膚炎，有87%發現氣喘。,春季角結膜炎的好發族群較為特別：常見於 5-20 歲的年輕男性，發病高峰期是11-13 歲，男性病人是女性的兩倍，好發跟特定的地理區域有關，常見於溫暖和乾燥的地區，冬季相較不容易出現過敏反應，仍有可能在冬季復發。",眼科、風濕免疫科,眼睛、結膜、及少數影響角膜
牙科,牙周病,"口臭,牙齦萎縮,牙齦出血,牙齦紅腫,牙齒搖動,牙齒脫落,牙齒外觀變長,牙齒位置偏移,咬合無力,咀嚼無力,牙縫變大,牙根暴露,吃冷、熱食敏感","菌血症,心內膜炎,心肌梗塞,腦中風,流產,早產,新生兒體重過輕,糖尿病,呼吸道疾病,以上有已文獻報告，但有待更多的實證","35歲以上的中壯年人口。,有吸菸習慣者。,口腔狀況不佳者，如牙齒排列不齊、牙齒有過多或缺損的充填補綴物。,口腔衛生習慣不良者。,糖尿病病患。患者因身體免疫系統改變，損害牙周組織的癒合機制，提高牙周病的發病率。,裝戴假牙特別是人工牙冠（牙套）者，可能因牙齒清潔不易，常導致牙周病。,懷孕或服用口服避孕藥的女性，因體內荷爾蒙改變及進食次數增多，口腔病菌數增加，較易導致牙周病。,長期服用類固醇、抗癲癇藥物、癌症治療藥物的人。,飲食習慣不佳、營養不均衡或偏食者。",牙科,"牙齒,牙周組織"
牙科,口臭,"嘴臭,嘴苦,口乾舌燥,髮乾,牙齦腫痛,發燒,舌苔,腸胃脹氣,消化不良,胸悶,便祕,頻尿,胃痛,煩躁,失眠,疲倦","牙周病,齲齒,口瘡,牙齦炎,疱疹性牙齦口腔炎,慢性鼻竇炎,急慢性胃炎,胃潰瘍,腸炎,十二指腸潰瘍,反胃性食道炎,幽門螺旋桿菌感染,肝炎,慢性支氣管炎,支氣管腫瘤,肺結核,痔瘡,糖尿病,胃癌","有口腔相關疾病或問題的人，如慢性牙周病、牙齦炎、蛀牙、口內炎、舌炎等患者，或口腔衛生習慣不佳，不喜刷牙、戴不潔淨的假牙、牙套者。,患有全身性疾病的人，與新陳代謝或內分泌方面有關，如糖尿病、腎臟病、肝臟病患者；或正值生理期及更年期的女性。,有腸胃疾病、消化系統方面問題的人，如長期便祕、胃潰瘍、胃食道逆流、腸胃炎、胃出血、胃癌、及感染幽門螺旋桿菌。,有呼吸道方面問題的人，包括：慢性支氣管炎、支氣管腫瘤、鼻子過敏、鼻竇炎、鼻涕倒流者。,口腔唾液腺功能不佳者，口水分泌過少易使細菌累積滋生造成口臭。如高齡者唾液腺衰退，或接受化療的癌症患者唾液腺功能受抑制。或常服用某些特殊藥物如抗組織胺、抗巴金森疾病藥物、化療藥物、利尿劑、安非他命等，也易引發口臭。,經常吸菸、喝酒、或嚼食檳榔的人。,大量攝食口味重的刺激性食物者，如大蒜、洋蔥、韭菜、醃燻肉類等。,長期處於高壓力狀態、情緒不佳的人。","家醫科,牙科,胃腸肝膽科",口腔
牙科,齲齒（蛀牙）,"牙齒變黑形成窩洞,牙齒酸痛,吃冷、熱食敏感,刷牙敏感,吃甜食敏感,牙齦紅腫","牙髓炎,牙齦炎,齒槽骨發炎,牙周炎,蜂窩性組織炎,腦膜炎,菌血症","12歲以下孩童。又以5~6歲的兒童齲齒率最高。,牙齒排列不齊者，容易因清潔不易而導致蛀牙。,口腔清潔習慣不良者（沒有刷牙或刷牙方式錯誤）。,不注重口腔衛生者（沒有定期清除牙結石及檢查牙齒）。,矯正牙齒期間的病患。因矯正器容易使食物殘渣堆積，且有清潔死角，提高蛀牙的機率。,患有免疫系統疾病的人，如類風濕性關節炎、紅斑性狼瘡等。,糖尿病病人。患者可能因為口水分泌較少，使牙菌斑容易堆積，提高蛀牙的機率。,接受過化療及放療者，尤其是鼻咽癌及口腔癌患者。,身心障礙者。",牙科,"牙齒,牙冠,牙根"
牙科,牙齦炎,"牙齦紅腫,牙齦出血,牙齦脹痛,牙齒鬆脫,發燒,口臭,臉部腫脹,若不經治療，會惡化成牙周炎，使牙周骨破壞，造成牙齦萎縮",牙周病蜂窩性組織炎,"有吸菸習慣者。因菸品中的尼古丁會降低牙周組織的癒合能力。,口腔狀況不佳者，如牙齒排列不齊、牙齒有過多或缺損的填補物。,口腔衛生習慣不良者，如睡前沒有刷牙、無定期清潔牙結石、刷牙方式不正確等。,糖尿病病患。患者因身體免疫系統變化，抵抗力下降，細菌侵犯後難以自我痊癒。,裝戴假牙者，因牙齒清潔不易，容易導致牙齦炎。,懷孕或服用口服避孕藥的女性。孕婦因體內荷爾蒙改變，容易對牙菌斑過敏，導致妊娠期牙齦炎。,矯正牙齒期間的病人。因矯正器容易使食物殘渣堆積，且有清潔死角，細菌不斷堆積後就可能導致牙齦炎。,長期服用類固醇、抗癲癇藥物、癌症治療藥物的人。",牙科,"牙齦,牙肉"
牙科,口瘡,"唇破,舌破,頰內潰爛,牙齦紅腫,進食痛,灼熱感,口乾舌燥","口腔炎,口腔癌,扁平苔癬症,貝歇氏病,潰瘍性結腸炎","生活壓力大，情緒緊張，過度疲勞，經常熬夜睡眠不足的人。,本身體質較虛弱，免疫力缺乏者。,營養不均衡的人，尤其缺乏維生素B12、鐵、葉酸。,飲食習慣嗜吃刺激性食物的人，如燒烤類、油炸類、豆類、巧克力、洋芋片、麻辣鍋等，或吃太多熱性（上火）食物的人，如龍眼、荔枝、榴槤、釋迦、蒜等，以及愛吸菸喝酒的人。,內分泌失調者，例如生理期來之前一週內的女性及更年期婦女，因為體內荷爾蒙的變化很容易誘發口瘡。","家醫科,耳鼻喉科,牙科,風濕過敏免疫科",口腔
牙科,口腔扁平苔蘚,"口腔黏膜白色條紋,口腔黏膜網狀斑塊,口腔黏膜潰瘍,口腔黏膜疼痛出血,牙齦發炎紅腫","口腔癌,續發性口腔黴菌感染,憂鬱症,營養不良,體重下降","中年婦女,免疫力低下者,服用特定藥物者，如：降血壓、降血糖藥物",牙科、口腔顎面外科、口腔內科、耳鼻喉科,口腔
牙科,口腔黏膜白斑症,"頰黏膜白斑,舌白斑,牙齦白斑,唇黏膜白斑,病灶外觀呈白色或灰白色的斑塊，分布在口內頰黏膜、舌表面與舌側緣，而唇黏膜、牙齦、口底、腭部、嘴角內側（唇聯合）等處亦可能出現。此異樣斑塊無法以擦拭法刮除，臨床上患者一開始並無自覺感，後來以舌尖碰處該處黏膜會有粗糙感，少數會對辛辣和刺激性的食物逐漸變敏感","口腔癌,口腔黏膜紅斑症","長期有不良口腔習慣的人，如老菸槍、檳榔族、酒癮者。,長期遭受口內外傷刺激的人，如假牙、銳牙、問題智齒或齲齒造成黏膜反覆受創（外觀雖如白斑，但診斷名為「磨擦性角質病」)。,臨床病例以40歲以上男性居多。","牙科,耳鼻喉科",口腔（口腔黏膜）
牙科,口腔黏膜下纖維化症,"口腔黏膜泛白,硬化失去彈性,有時會起水泡/潰瘍，或有纖維化帶,張口困難,進食困難,吞嚥困難,對辣味食物敏感、疼痛,味覺減退,口乾,耳痛,喉痛,鼻音","口腔黏膜白斑症,口腔黏膜紅斑症,疣狀增生,失聰,口腔癌,鱗狀細胞癌,疣狀癌",現在或曾經嚼食檳榔的人。口腔黏膜下纖維化症患者百分之百都有吃檳榔的習慣；而嚼食檳榔的人，罹患口腔黏膜下纖維化症的機率比罹患口腔癌更高。,"牙科,耳鼻喉科",口腔（口腔黏膜）
牙科,疱疹性牙齦口腔炎,"口腔破皮,口腔潰瘍,發高燒,流口水,食慾差,躁動不安,起水泡,牙齦腫脹,牙齦糜爛,出血,口臭,吞嚥劇痛,無法進食,便祕,脫水","上呼吸道症候群,淋巴腺炎,疱疹性指頭炎,疱疹唇炎","五歲以下孩童，尤以六個月至兩歲間的嬰幼兒居多。,家中已有罹病幼兒，年齡相近的兄弟姊妹均可能遭傳染。,家中大人已有嘴破、感冒、流感等症狀，小孩受感染病發疱疹性牙齦口腔炎的可能性極高。,免疫功能不佳者。","小兒科,耳鼻喉科",口腔
牙科,植體周圍炎,"植體區發炎,牙肉紅腫疼痛,刷牙流血,化膿,植體搖晃,齒槽骨萎縮,植體脫落","牙結石,菌血症,鄰接的自然齒之牙周炎","曾做過植牙的人，之後卻沒做足口腔的清潔保健，也不定期回診追蹤。,曾做過植牙的人，本身健康狀況不佳，如合併罹患牙周病、糖尿病等。,具抽菸或嚼檳榔習慣的人，亦有較高因植體周圍炎導致的植體失敗率。",牙科,"牙齒,口腔"
牙科,牙髓炎,"劇烈牙痛,牙齒抽痛,牙齒酸痛,吃冷熱食敏感,刷牙敏感,吃酸、甜食物敏感,牙齦紅腫,臉部腫脹,發燒,發冷,夜間睡眠時的自發性牙痛","蜂窩性組織炎,牙根尖膿腫,根尖牙周炎,菌血症","嚴重蛀牙的患者。當細菌持續往內侵入到牙髓組織，便會形成牙髓炎。,牙周炎患者。若細菌逆行性侵犯到牙髓腔，亦可能引發牙髓炎。,矯正牙齒期間的病患。因矯正器容易使食物殘渣堆積，且有清潔死角，容易導致蛀牙，進一步引發牙髓炎。",牙科,牙髓
皮膚,濕疹,"紅斑,水泡,破皮,糜爛,腫脹,痂皮,皮膚乾燥,皮膚增厚,皮膚變粗糙,皮膚帶有鱗屑或色素沈澱","焦慮,睡眠問題,皮膚感染,其他類型的濕疹,慢性搔癢的鱗狀皮膚","患有哮喘或花粉熱的兒童，以及在 30 歲之前出現這些疾病的成年人中更為常見。,有家族病史的人患濕疹的風險也更高。",皮膚科,皮膚
皮膚,皮膚病,"皮膚紅腫,皮膚發癢,不明原因皮膚痛,發疹,鱗屑,角質增生,水皰,膿,分泌物,皮膚硬塊,痂皮,皮膚顏色異變","斑禿,局部淋巴結炎,淋巴管炎,急性蜂窩組織炎,轉移性膿腫,敗血症","經常處於悶熱潮溼、易滋長細菌、黴菌或病毒等環境下的人。,個人抵抗力低、體質虛弱者。,接觸到已被感染的人。,個人衛生習慣不佳者。,免疫功能出問題，例如慢性病患或糖尿病患者。,帶有過敏體質基因者。,飲食習慣較不忌口者，導致消化不良、皮脂分泌過多，引發皮膚問題。,壓力過大，生活作息失調者。","皮膚科,美容中心,家醫科",皮膚
皮膚,異位性皮膚炎,"皮膚乾燥,皮膚敏感,搔癢,紅疹,丘疹,脫屑,關節部皮膚增厚,皮膚變粗,破皮,滲出體液,水泡,結痂,毛孔角質化","過敏性氣喘,過敏性鼻炎,尋常性魚鱗癬,皮膚苔蘚病變,紅皮症,富貴手,白內障,金黃色葡萄球菌感染,疱疹病毒感染,慢性濕疹,皮膚病變,毛囊炎","帶有異位性體質的人，在個人或家族成員裡，已有相關病史，例如罹患氣喘、過敏性鼻炎、或異位性皮膚炎等疾病。,細胞免疫功能本身有缺陷者。,身處過熱或乾燥環境的人。,長期情緒壓力過大，容易感到焦躁的人。","皮膚科,風濕過敏免疫科",皮膚
皮膚,蕁麻疹,"皮膚充血,皮膚發紅,局部水腫,皮疹,團塊,皮膚發炎,皮膚搔癢,膨疹,組織液滲透,紅斑,紅腫,全身不適,腹痛,腹瀉,頭痛,高燒,畏寒,乏力,血壓下降,關節痛","膿皮病,局部淋巴結腫大,血壓下降,休克,窒息","過敏體質者。,基因中或家族裡有蕁麻疹病史的人。,感染特殊病毒或細菌，例如肝炎病毒、金黃色葡萄球菌、真菌、蛔蟲等的人。,具有慢性腸胃疾病、代謝功能欠佳的人。,內分泌失調者。,一次吃進過多的海鮮又同時大量飲酒的人。,讓皮膚處在溫度過冷或過熱（包含體溫）的人。,壓力過大的人。,風溼病患者。,吸食或注射毒品者，引發蕁麻疹的風險較一般人高。","皮膚科,家醫科,風濕過敏免疫科",皮膚
皮膚,"乾癬（銀屑病,牛皮癬）","紅斑,丘疹,脫屑,搔癢,紅色薄膜,點狀出血,乾裂,疼痛,乾癢","貧血,類風濕性關節炎,關節病變,關節變形蜂窩性組織炎,憂鬱症,心肌梗塞,糖尿病","家族中有乾癬病史的人。,生活作息不正常、壓力大、免疫功能不佳者。,內分泌嚴重失調者。,介於二十至三十歲的年輕男性、以及六十多歲的年長男性。女性也會發病，但機率少於男性。","皮膚科,家醫科","皮膚,關節"
皮膚,皮膚過敏,"皮膚過敏,發癢,患部紅腫,泛紅,乾屑,脫皮,水皰,病灶結痂,滲出體液,皮疹,色素沉澱,毛孔粗大,粉刺,青春痘,色斑,老化皺紋","打噴嚏,流鼻水,流眼淚,胸口緊繃,胸部麻木,胸部腫脹,氣管腫脹,呼吸道阻塞,過敏性休克,心悸","與基因有關，本身就是敏感性膚質的人、或體質較敏感的人。,年長者。年齡增長是肌膚變敏感的重要因素之一，隨著年齡的增長，覆在皮膚表面有一層弱酸性的皮脂膜會比較不如年輕時健康，以至於一些致敏物質容易入侵皮膚，造成過敏。,經常塗抹化妝品、對化妝品敏感的女性。,從事特殊職業，必須經常接觸藥物、化學劑、花粉、粉塵、寵物者。,長期暴露或生活在強烈日照、紫外線、紅外線、煙霧、空氣汙染等環境中的人，都比較容易引發皮膚過敏。,內分泌紊亂者，肌膚的自我修護功能較差。,長期處於壓力、精神緊張或情緒低落的人。","皮膚科,家醫科,風溼過敏免疫科",皮膚
皮膚,脂肪瘤,"皮下腫塊,橘皮,間歇痛,吞嚥不易,呼吸困難,血便","術後大出血,巨頭畸形,淋巴管瘤,血管瘤,家族性腺瘤性息肉,硬纖維瘤,骨瘤,惡性腫瘤","本身體質特殊，部分染色體異變重組，或帶有遺傳因子，如家族中已有脂肪瘤患者的人。,曾受過嚴重外傷者，在皮膚癒合時容易刺激脂肪組織增生。,四十到六十歲之間的中年人。","皮膚科,一般外科",皮膚
皮膚,痤瘡（青春痘）,"粉刺,丘疹,膿皰,紅色硬凸狀結節,囊腫",蜂窩性組織炎,"十幾二十歲的青少年。,毛孔粗大，皮脂分泌旺盛，臉上較容易出油的人。,工作上容易接觸到大量油脂的人，如廚房工作者。,經常處在潮濕悶熱的環境下的工作者。,情緒壓力過大、情緒焦慮、睡眠不足常熬夜的人。,飲食習慣不良，喜好高熱量（如花生，巧克力…等）、油炸、甜食、或刺激辛辣的食物的人。,口服或外用副腎皮質荷爾蒙的人。,長期接觸工業用油、多氯聯苯的人。,多囊性卵巢症候群。",皮膚科,皮膚
皮膚,甲溝炎,"甲溝紅腫,脹痛,發炎,化膿,甲溝與指甲分開,指甲變形,指甲底下顏色變綠變黃,指甲內生,甲溝肉芽組織增生","慢性指骨骨髓炎,慢性軟組織竇道,膿性指頭炎,淋巴管炎,趾骨變形","職業為家庭主婦、廚師、洗衣工或酒保等，會經常需要碰水和清潔劑的人。,職業運動員，例如足球、排球、籃球球員或是競跑健將，容易讓腳趾過度承受外力衝撞，造成反覆性的外傷進而感染細菌。,愛吸咬手指、摳腳趾的人。,愛穿尖頭鞋或高跟鞋的人。鞋子如果前端過窄，易把腳趾的軟組織都擠在一起，長時間下來形成指甲倒插，引發甲溝炎。,指甲內生或指甲剪太短的人。,本身罹患乾癬、溼疹或凍瘡的人，手足部已有多處開放性小傷口，容易併發甲溝炎。","皮膚科,一般外科,整形外科","足部,手部"
皮膚,雞眼,"黃白色固狀硬塊,明顯壓痛,走路腳底痛,角質增生,表皮長繭",腳臭症,"愛穿高跟鞋或尖頭鞋的女性。,年長者，皮膚角質化會隨年齡增長而嚴重，發病機率高。,長時間需要站著工作及需要走很多路的人。,末梢血液循環較差者，如糖尿病患。",皮膚科,"厚繭,肉刺"
皮膚,粉瘤,"皮膚腫塊,觸壓具彈性,分泌物發炎,腫痛,刺痛,化膿,流膿,潰瘍,異味,角質鈣化,纖維化","身體組織變形,蜂窩性組織炎,敗血症,菌血症,筋膜炎,惡性腫瘤,皮膚癌","成年人，尤其30、40歲男性，男女比率為2：1。長時間接觸空氣的汙染，熬夜，或愛吃油膩、刺激性的食物。,天生屬油性膚質，容易長青春痘的人，也是粉瘤的好發族群。,男性抽菸者，誘發臉部表皮囊腫的機率較一般人高。,經常穿緊身褲的人，容易造成特殊部位的摩擦因而產生囊腫。,經常穿耳洞的人，讓皮膚接受多次的穿刺傷，也容易長表皮囊腫。","皮膚科,整形外科,一般外科",皮膚
皮膚,蟹足腫,"搔癢,刺痛,疼痛,壓痛,燒灼感","疼痛搔癢,耳朵變形,關節處可能造成關節攣縮","蟹足腫家族病史者,種族：亞裔、非裔",皮膚科、整形外科,全身
皮膚,皮膚癌,"皮膚不明腫塊,痣變大,痣變色,傷口久不癒合",癌細胞轉移（黑色素細胞癌可轉移到其他部位皮膚、皮下組織、淋巴結；最常轉移的器官是肺臟、肝臟、腦部、骨骼、腸道）。,"白色人種（美國白色人種比非裔深膚色人種得病率約10倍之多）。,患有慢性皮膚疾病之病患。,因工作需要必須長期接觸放射性物質、煤焦油、瀝青之工作者。,長期工作在陽光下的農民、漁民、野外工作者。,家族病史有皮膚癌者。","血液腫瘤科,皮膚科",皮膚
