疾病分類,疾病名稱,症狀,併發症,危險族群,科別,部位
眼科,老花眼,"看近模糊不清,近距離閱讀眼睛易疲勞,頭痛,噁心想吐,眼壓高,眼睛脹痛","肩頸痠痛,頭痛","年齡四十歲以上的人。,3C產品重度使用者。,糖尿病患者。",眼科,眼部
眼科,瞼板腺功能障礙,"眼睛乾澀,異物感,眼睛刺痛,眼睛癢,視力模糊,分泌物增加",乾眼症,"年長者,缺乏性賀爾蒙者（尤其是雄激素）,免疫疾病（如修格蘭氏症候群、類風濕性關節炎、紅斑性狼瘡、異位性皮膚炎）,相關皮膚疾病（酒糟鼻、脂漏性皮膚炎、慢性眼瞼炎）,隱形眼鏡使用、紋眼線、砂眼、蟎蟲感染等",眼科,頭部
眼科,角膜炎,"眼睛紅,眼睛疼痛,流眼淚或過多眼睛分泌物,視力模糊,畏光,異物感,視力下降","角膜潰傷,角膜穿孔,失明","長期配戴隱形眼鏡的人,眼睛受過外傷的人,乾眼症的病人,有自體免疫疾病或是過敏的人,特定職業者",眼科,眼睛角膜
眼科,眼中風,"突然失明或視力急劇下降，通常只影響一隻眼睛，但少部分也會影響雙眼。,視野缺損，可能是局部或整個視野。,視力模糊或失焦，可能伴隨有線條扭曲黑暗。,少數眼中風也可能引起眼睛疼痛或眼球轉動異常。","眼內出血或視網膜剝離：眼中風患者可能會以眼內出血來表現，嚴重者也可能會造成視網膜剝離。,視力損失：眼中風通常只會影響一隻眼睛，但如果失去的視力嚴重，將對患者的生活產生嚴重影響。,視野缺損：眼中風可能會導致視野缺損，使患者在進行日常活動時感到不便。,眼壓異常：眼中風可能會導致眼壓異常，進而導致青光眼等疾病。,其他系統性心血管疾病：眼中風可能也是腦中風或心肌梗塞的前兆，需要進行心血管危險評估。","年長者：隨著年齡的增加，眼中風的風險也會增加。,高血壓患者：高血壓會增加心血管疾病和動脈硬化的風險，進而增加眼中風的風險。,糖尿病患者：高血糖會損傷血管，增加眼中風的風險。,高血脂患者：高膽固醇和高三酸甘油酯水平會增加動脈硬化的風險，進而增加眼中風的風險。,心臟病和中風患者：這些疾病也可能增加眼中風的風險。,吸煙者：煙草中的有害化學物質會損害血管，增加眼中風的風險。,過度肥胖：過度肥胖會增加動脈硬化的風險，進而增加眼中風的風險。,家族史：如果家族中有人患有眼中風，則個體可能會有更高的風險。",眼科,眼、視網膜
眼科,葡萄膜炎,"早期葡萄膜炎症狀通常會很迅速，常見的症狀包括：,眼睛發紅：前葡萄膜炎最為常見。,眼睛疼痛：各種葡萄膜炎都有機會出現。,視力模糊：各種葡萄膜炎都會出現。,飛蚊症：眼睛出現漂浮物，視野中的小黑點或波浪線，中段部葡萄膜炎常見。,對光敏感：各種葡萄膜炎都有機會出現。,如果您出現以上這些症狀，請立即去看眼科醫生。如果不治療，葡萄膜炎有可能會導致視力喪失。",失明：失明是葡萄膜炎最嚴重的併發症，葡萄膜炎必須是引起全萄膜炎才容易導致這種嚴重的情況。此時可能是由黃斑部水腫、青光眼、白內障和視網膜剝離等嚴重眼科疾病引發，嚴重威脅病人的視力。,null,"眼科,有滿多葡萄膜炎是由自己免疫疾病引起，有時也需要看風濕免疫科",眼、葡萄膜
眼科,鞏膜炎,"前鞏膜炎症狀：病人會感到有眼睛出現明顯的疼痛，並且眼睛的疼痛會放射到眼部周圍，有出現有畏光、流淚不止和按壓眼球感覺明顯疼痛等症狀。,後鞏膜炎症狀：症狀相對前鞏膜炎較不明顯，臨床觀察到的症狀有為程度不一的眼睛疼痛、視力減退、眼睛發紅和眼睛出現壓痛，眼瞼或結膜水腫，眼球輕度突出，嚴重時會影響到眼球運動受限與看物體出現重影的問題。",鞏膜炎可以引發視力受損和眼球損傷的併發症，常見的疾病有葡萄膜炎、角膜潰瘍、青光眼、白內障等；其中尤其以壞死性鞏膜炎最容易發生發生。,"自體免疫相關的疾病，尤其是類風濕性關節炎、結節型多發性動脈炎、紅斑性狼瘡、復發型多發性軟骨炎、韋格納氏肉芽腫等疾病。,結核病與梅毒病人,脈絡膜黑色素瘤和結膜腫瘤病人",眼科,眼、鞏膜
眼科,過敏性結膜炎,"一般過敏性結膜炎多有以下症狀：,眼睛相關的症狀：病人可能出現眼睛乾癢、覺得眼睛有燒灼感或異物感、一直流眼淚、眼睛的分泌物（眼屎顯著增加 比較偏水漾分泌物）。,結膜相關的症狀：病人可能眼睛或有明顯的紅腫、眼瞼下的結膜顯著水腫與充血，少數病人結膜上會出現明顯的乳突，是較為嚴重的症狀。,少數情況，還會造成角膜的傷害，此時病人可能會出現以下症狀，此時需要進一步就醫釐清：,視力模糊,眼睛畏光",角膜炎：免疫相關過敏性結膜炎中的異位性角膜結膜炎、春季型角結膜炎和乳突結膜炎是少數有可能從結膜影響到角膜的情況，嚴重時會影響視力。如果發現病人結膜明顯紅腫，周圍伴隨明顯的濕疹產生，或眼睛分泌出濃稠的分泌物時，應立即就醫。,"過敏體質：常伴隨異位性皮膚炎、氣喘、過敏性鼻炎等過敏相關疾病，尤其好發於15歲到50歲間，根據國外研究病人當中有95%發現異位性皮膚炎，有87%發現氣喘。,春季角結膜炎的好發族群較為特別：常見於 5-20 歲的年輕男性，發病高峰期是11-13 歲，男性病人是女性的兩倍，好發跟特定的地理區域有關，常見於溫暖和乾燥的地區，冬季相較不容易出現過敏反應，仍有可能在冬季復發。",眼科、風濕免疫科,眼睛、結膜、及少數影響角膜
眼科,夜盲症,"在明亮的環境中視力正常,在暗處或光線較暗的地方需要更長的時間來適應視環境,視力的下降可能會隨著時間的推移而惡化,視野逐漸縮小或中心視野缺損","容易摔跤：夜盲症會影響視力，尤其是在光線較暗的環境下更容易發生。如果視力下降嚴重，患者可能會容易摔跤並導致受傷。,危險行為：夜盲症可能會影響日常生活的活動，如夜間開車、騎摩托車、騎自行車等。如果患者沒有對視力問題進行適當的處理，這些活動可能會變得更加危險。,心理壓力：夜盲症可能會對患者的心理狀態產生負面影響，例如焦慮、憂鬱等。","有家族史的人：夜盲症可以是一種遺傳性疾病。如果有家族成員患有夜盲症，那麼其他家庭成員也可能面臨患病風險。,營養不良的人：由於維生素A是夜盲症的主要成因之一，因此營養不良的人群，尤其是缺乏維生素A的人，可能更容易患上夜盲症。,長期使用某些藥物的人：某些藥物的副作用可能會導致夜盲症。例如風濕疾病藥物、某些抗生素等。",眼科,眼睛、視網膜
眼科,小兒弱視,"小兒弱視通常不會有明顯的症狀，因此很容易被忽視。以下是一些可能表明孩子有小兒弱視的徵兆：,1. 偏向單眼：孩子在觀看物體時偏向使用一只眼睛，而不是兩眼共同使用。,2. 視力模糊：孩子可能對細節不敏感，無法清晰看到物體，或者在一只眼睛看到的東西比另一只眼睛模糊。,3. 容易撞到東西：孩子在走路、跑步或玩耍時常常會碰撞到物體。,4. 眼睛偏斜：孩子的一只眼睛可能會偏向一邊或上下。,5. 眼睛外觀異常：孩子的眼睛可能大小不同，或瞳孔呈現不正常的顏色等。,如果您注意到孩子有以上症狀，建議及時帶孩子到眼科醫生進行檢查，以確定是否患有小兒弱視或其他視力問題。及早發現、診斷和治療可以有助於防止小兒弱視對孩子的視力造成永久性的損傷。","如果小兒弱視沒有得到及時的診斷和治療，可能會導致一些併發症，包括：,雙眼視力下降：如果小兒弱視沒有得到及時治療，可能會導致雙眼視力下降，使孩子無法正常看到和理解他們周圍的世界，影響到孩子的學習和生活。,立體感異常：弱視也可能導致雙眼無法一起運用，影響正常的融像與立體感發育。,智力和行為問題：小兒弱視可能會影響孩子的學習和認知發展，並可能導致行為問題和學習困難。","1.具有家族史：如果有人在家族中患有小兒弱視，孩子患上小兒弱視的風險可能會增加。,2.早產兒：早產兒可能會面臨屈光不正、先天性白內障及其他眼睛結構異常的風險，而導致小兒弱視。,3.出生時缺氧：出生時缺氧可能會導致視覺發育不良，增加小兒弱視的風險。",眼科,眼
眼科,溢淚症,"眼睛濕潤,視力模糊,淚液溢出",null,"嬰幼兒和老年人群。,伴有過敏性疾病或家庭成員中有過敏患者。,工作或學習壓力過大，眼睛得不到休息。,伴有自身免疫性疾病，免疫系統攻擊各處自身組織器官。,由於先天性缺陷或創傷、手術導致眼部結構受損。,正在接受治療的惡性腫瘤患者。,體弱多病，經常發生呼吸道感染。,長期在室外工作，尤其在空氣汙染嚴重的區域，例如環衛工、警察。,在礦山、冶金、化工企業工作的一線職工。,不注意個人衛生，直接用手搓揉眼睛。",null,null
呼吸胸腔,氣喘,"咳嗽,呼吸聲音很大,呼吸急促,胸悶,呼吸困難,夜咳,喘鳴","肺氣腫,氣胸,呼吸衰竭,猝死,肺水腫,慢性阻塞性肺炎","家族有氣喘病史者或過敏者。,自童年即有呼吸道症狀者。,有過敏性鼻炎或異位性皮膚炎者。",呼吸胸腔科,"氣管,胸部"
呼吸胸腔,肺炎,"咳嗽,咳痰,發燒,畏寒,胸痛,呼吸急促,呼吸困難,咳血,頭疼,食慾減退,疲倦,腹瀉,噁心,嘔吐","膿胸,肺膿瘍,肋膜炎,心內膜炎,關節炎,腦膜炎,敗血症,敗血性休克,呼吸衰竭,腦膿瘍,心包炎,骨髓炎","接受器官或骨髓移植的患者。,免疫系統功能不佳者。,糖尿病、心臟病、肺病、癌症……等慢性病患者。,65歲以上的老人。,5歲以下的幼童。","呼吸胸腔科,胸腔科,呼吸治療科","氣管,胸部"
呼吸胸腔,肺癌,"咳嗽,咳血,厭食,呼吸困難,肋膜積水,聲音嘶啞,吞嚥困難,上腔靜脈症候群,手臂疼痛,手臂無力,頭痛,嘔吐,視覺障礙,骨頭疼痛,體重減輕",癌細胞轉移（肺門、縱隔腔的淋巴結、胸腔附近的組織，腦部、腎上腺、肝臟、骨骼及腎臟）,"吸菸者及吸入二手菸者。,家族病史有肺癌者。","血液腫瘤科,呼吸胸腔科,胸腔外科",肺
呼吸胸腔,支氣管炎,"乾咳,咳痰,胸悶,全身酸痛,發燒,呼吸有雜音,呼吸急促,咳嗽,喘息","肺炎,中耳炎,鼻竇炎,阻塞性肺氣腫,支氣管肺炎,支氣管擴張","小孩或老人常好發急性支氣管炎，大多數為病毒感染。,四十歲以上的男性好發慢性支氣管炎。,工作環境常佈滿灰塵者。",呼吸胸腔科,氣管
呼吸胸腔,龐貝氏症,"四肢活動力差,頭部控制力差,心臟肥大,肝臟腫大,舌頭肥大,呼吸困難,呼吸系統受損,逐漸肌肉無力,行動時感到疲憊,心臟受損,呼吸短促,睡眠中呼吸暫停症候群,嗜睡,早晨性頭痛",─,罹病關鍵來自父母的基因。若父母雙方都是帶因者，生下的子女有25%的機率罹患龐貝氏症。,"需要跨科醫療含(小兒與成人)：,遺傳科,神經科,心臟科,胸腔科,胃腸肝膽科,骨科,復健科,耳鼻喉科",肌肉，不同部位的肌肉功能會因為疾病而逐漸退化。
呼吸胸腔,肺栓塞,"肋膜性胸痛,呼吸困難,呼吸短促,水腫,發紺,心搏過快,咳嗽,咳血,發燒,昏厥,暈昡,頸靜脈怒張","右心衰竭,呼吸衰竭,中風,洗腎,截肢,氣切,缺氧,休克,猝死","60歲以上的老年族群。,長時間使用電腦、長期臥床或搭乘飛機、汽車或火車者進行長途旅行者。,高血脂、糖尿病、肥胖或血脂異常等動脈硬化高風險者。,患有惡性腫瘤者，因分泌的物質可能會刺激血液凝固。,患有靜脈曲張、心肌梗塞或心臟功能不全者。,孕產婦、服用口服避孕藥、長期使用女性荷爾蒙和菸癮者。,先天性凝血過當或缺乏某種抗凝血因子等血液疾病患者。,曾有血栓病史或下肢接受開刀手術者。","心臟血管科,呼吸胸腔科",肺臟
呼吸胸腔,氣胸,"突然且尖銳的胸痛,淺而快的呼吸,呼吸困難,兩側胸廓膨脹不對稱,咳嗽伴有或沒有咳血現象,心跳加快","持續漏氣,張力性氣胸,血胸,兩側氣胸","自發性氣胸：男女性的發生率約為6：1、身材瘦而高者及有家族病史、吸煙者較易發生,續發性氣胸：易發生在已有肺臟疾病者，包括氣喘、肺結核、肺氣腫、及肺膿瘍、及肺癌等",胸腔內科、胸腔外科,胸部
呼吸胸腔,肺結核（結核病）,"長期咳嗽,咳痰,咳血,胸痛,胸口緊悶,呼吸困難,呈粘液樣膿性痰,食慾不振,體重減輕,午後近傍晚發燒,疲倦乏力,夜間盜汗","肺外結核,結核性腦膜炎,支氣管內結核,結核性支氣管擴張症,結核性膿胸,支氣管狹窄,支氣管肋膜廔管,大量咳血,動脈瘤破裂,巨大結核瘤","35歲以前發生率男女相當，隨著年齡增長，男性罹病的比率漸增。,4歲以下嬰幼童因免疫力較差，為好發族群。,65歲以上老年族群，其中男女比例約為 3：1。,與結核病患者密切接觸者或其家庭成員。,免疫系統較弱者，如罹患癌症、糖尿病、慢性阻塞性肺病、塵肺症、慢性腎衰竭接受洗腎患者、長期使用免疫抑制劑者、HIV感染及愛滋病患、營養不良、酗酒者等。,缺乏醫療資源的偏鄉居民，較容易爆發傳染。","感染科,呼吸胸腔科",肺部
呼吸胸腔,肺纖維化,"易喘,乾咳,胸悶,呼吸不順,呼吸急促,疲勞,明顯消瘦,食欲不振,關節疼痛,杵狀指（手指或腳趾的尖端變寬和變圓）","感染,心臟病,自發性氣胸,心肺功能衰竭,肺動脈高壓,肺原性心臟病","年長族群（50-70歲）,自體免疫疾病患者,粉塵、化學物質環境的從業人員",呼吸胸腔科、胸腔內科、呼吸治療科,胸部
呼吸胸腔,睡眠呼吸中止症,"打呼,打鼾,嗜睡,精神不濟","高血壓,心律不整,心臟病,蛋白尿,心肌梗塞,心衰竭,猝死,糖尿病","40歲以上的肥胖男性。,更年期女性。,頸圍較粗或先天顱顏異常者。","耳鼻喉科,神經科,身心精神科,呼吸胸腔科",鼻
呼吸胸腔,肺腺癌,"咳嗽,咳血,厭食,呼吸困難,肋膜積水,聲音嘶啞,吞嚥困難,上腔靜脈症候群,疼痛及無力感","頭痛,嘔吐,意識不清,骨頭疼痛,眼睛或皮膚變黃,頸部出現腫塊","有吸菸習慣者,長期接觸二手菸,長期接觸廚房油煙,帶有特定基因突變、有家族病史,本身就肺部疾病,工作環境中有化學物質汙染者，如金屬業、冶礦業等","血液腫瘤科,呼吸胸腔科,胸腔外科",肺
呼吸胸腔,慢性阻塞性肺病,"胸悶,咳嗽,有痰,喘,倦怠,厭食,桶狀胸,呼吸困難","慢性呼吸衰竭,自發性氣胸,慢性肺源性心臟病","吸菸者,二手菸接觸者,長期暴露於空污環境者",胸腔內科,胸部
呼吸胸腔,肺氣腫,"慢性咳嗽,喘鳴聲,易喘,咳痰,咳血,呼吸困難,呼吸短促,胸悶,全身乏力,心悸,體重減輕,容易疲倦,水腫,發紺,頭痛,入睡困難,精神恍惚,食慾不振","呼吸衰竭,肺炎,肺高壓,肺積水,右心室肥大,右心室衰竭,肺心症,自發性氣胸,消化性潰瘍,營養不良,睡眠呼吸障礙,下肢水腫","長期吸菸者。因香菸中的有害物質會抑制纖毛運動、破壞肺泡，使痰液堆積導致感染。,從事須暴露於煤、棉絮、粉塵等環境之職業，如煤礦、建築工人等。,長期暴露於空氣污染的環境中，如二手菸、油煙或蚊香、工業廢氣、化學煙霧、油漆等揮發性溶劑。,呼吸系統疾病長期未癒，如感冒、肺炎、慢性支氣管炎、肺結核等，也易演變成肺氣腫。,患有抗胰蛋白酶缺乏遺傳性疾病者。抗胰蛋白酶是一種能維持肺部組織彈性的彈性纖維蛋白，如缺乏就容易患病。",呼吸胸腔科,肺
呼吸胸腔,肺泡蛋白沉積症,"漸進性運動性呼吸困難,乾咳,咳嗽,多痰,疲倦,體重減輕,輕微發燒,慢性缺氧，身體檢查經常為正常，聽診時約一半病人會出現囉音，且約1/4的病人可以觀察到發紺及杵狀指等手部外觀異樣。","肺間質發炎或纖維化,低血氧症,呼吸衰竭,肺部感染（諾卡氏菌、結核分枝桿菌、黴菌、放線菌、非結核分枝桿菌…等）","好發年齡為40-50歲,男性罹病機率高於女性，比例為2:1",胸腔內科,胸腔
呼吸胸腔,退伍軍人症,"發燒 ( 約攝氏39度至40度 ),全身不適,乾咳,發冷,呼吸困難,肌肉酸痛,頭痛,胸痛,腹痛,下痢,厭食,意識改變","呼吸衰竭,多重器官衰竭","一般人都有可能受到感染，但少見於二十歲以下的人,老年人(大於50歲),男性(罹病者男女比2.5:1),抽菸者,慢性心肺疾病、糖尿病及腎衰竭患者,惡性腫瘤患者,免疫力低下者(長期接受類固醇治療或器官移植者)",胸腔內科、感染科,胸腔
呼吸胸腔,肺水腫（肺積水）,"疲累無力,皮膚濕冷,心跳加快,嚴重呼吸困難,低血氧,咳嗽,心律不整,鼻翼外張,呼吸哮喘聲","肝臟充血或腫大,四肢腫大,肋膜積水","心臟疾病患者,腎臟病患者,糖尿病患者,從事高山登山運動者",心臟內科、胸腔內科,肺臟
呼吸胸腔,新冠肺炎,"發燒,乾咳,倦怠,呼吸急促,呼吸困難,肌肉痛,頭痛,喉嚨痛,流鼻水,腹瀉,胸痛,結膜炎,噁心,嘔吐,皮疹,嗅覺或味覺異常","肺炎,呼吸困難,多重器官衰竭,心臟問題,急性呼吸窘迫症候群,血栓,急性腎損傷,病毒和細菌感染,新冠後遺症,休克,死亡,兒童腦炎,兒童多系統發炎症候群","與COVID-19患者密切接觸。,被感染者的咳嗽或打噴嚏的飛沫噴濺。,年長者和已有健康問題的人在患病時更易發展成COVID-19重症。,COVID-19重症的風險因素包括年齡（50歲後每十年風險增加）、癌症、心血管疾病、慢性腎病、慢性肺病、糖尿病、免疫功能低下或接受免疫抑制藥物、肥胖（即體重指數≥30）和懷孕。值得注意的是，當一個人患有多種合併症時，COVID-19重症的可能性會增加。,儘管有關兒童COVID-19重症風險因素的數據有限，但兒童風險因素與成人風險因素之間存在大量重疊。1歲以下的兒童或患有肥胖症、中度至重度免疫抑制或複雜的慢性疾病和醫療複雜性，以及依賴呼吸器的兒童患重症的風險顯著增加。",感染科、胸腔科,全身
呼吸胸腔,肺高壓,"容易喘,咳嗽,咳出血絲,腿、腳和脖子處水腫,頭暈,暈倒","右心衰竭,猝死","好發性別與年齡：女性，20到50歲。,家族相關遺傳病史者。,結締組織疾病患者（如：紅斑性狼瘡、硬皮病、⋯⋯等）。,先天性心臟病患者。,肝硬化患者。,安非他命使用者。,HIV（人類免疫缺乏病毒）感染者。",有肺高壓治療團隊的醫院、心臟內科、胸腔內科,肺血管及心臟
呼吸胸腔,吸入性肺炎,"明顯呼吸急促,呼吸困難,發燒畏寒,咳嗽並伴隨黏稠膿痰,肋膜性胸痛胸痛,頭痛,疲倦嗜睡,食慾不振,神智不清",急性呼吸窘迫症候群,"年長者,吞嚥功能失調,上消化道疾病,意識不佳者,增加胃內容物嗆入到肺部的機會(胃食道逆流或大量管灌餵食),咳嗽反射減弱,劇烈嘔吐,口腔衛生不佳",胸腔內科,肺泡、細支氣管
呼吸胸腔,肋膜胸腔積水,"胸悶,咳嗽,發燒,呼吸急促,呼吸困難,胸部刺痛,全身水腫","肺萎縮,積液感染,呼吸衰竭","心臟衰竭患者,肺癌患者,肺部感染，如：肺炎、肺結核、膿胸患者,腎臟病患者",胸腔內科、胸腔外科,胸腔
呼吸胸腔,氣管狹窄,"聲音沙啞,呼吸困難,咳嗽,呼吸道分泌物排出困難,呼吸有異音","窒息,肺部合併症,呼吸道損傷","罹患肺結核、自體免疫疾病、結締組織疾病、類澱粉沉積症或慢性萎縮性軟骨周圍炎等慢性肺部炎症患者,甲狀腺癌、食道癌與其他癌症患者",胸腔內科、胸腔外科,氣管
呼吸胸腔,胸腺腫瘤,"咳嗽,胸痛,氣喘,疲倦,肌無力",肌無力,null,胸腔外科,胸腔
婦產,子宮外孕,"腹痛,腹部腫脹,經痛,月經失調,陰道出血,腹瀉,食慾不振,噁心,嘔吐,發燒,血壓降低,心跳變快","流產,輸卵管破裂,子宮出血,休克,死亡","曾有過結紮、輸卵管重建或做過腹部手術者。,有裝置子宮內避孕器者。,經常性骨盆腔器官發炎感染者。,曾有輸卵管疾病者。,先前曾子宮外孕的女性。",婦產科,"子宮,輸卵管,卵巢,腹腔"
婦產,更年期障礙,"心悸,盜汗,熱潮紅,焦躁,憂鬱,失眠,月經異常,皮膚萎縮,陰道表皮萎縮,性交疼痛,尿失禁,頻尿,結膜乾澀,毛髮脫落,畏寒,關節酸痛","退化性陰道炎,骨質疏鬆,動脈硬化",null,婦產科,全身
婦產,經前症候群,"憂鬱,易怒,焦慮,煩躁,混亂狀態,社交退縮,倦怠,嗜睡,厭食,注意力不集中,乳房脹痛,腹部鼓脹,頭痛,肢體水腫,背痛,肌肉酸痛,噁心,腸絞痛,腹瀉,盜汗,心悸,沙啞,喉嚨痛","更年期障礙,身心精神疾病,產後憂鬱",null,精神科、家庭醫學科、婦產科,身心
婦產,子宮內膜異位症,"經痛,性交疼痛,經前點狀出血,經血過多,腹瀉,不孕,流產","腹膜炎,卵巢癌,不孕症,腹腔內沾黏","20到40歲生育年齡女性,媽媽或姊妹有子宮內膜異位，則其得到的機率高。,不孕症患者",婦科,子宮、卵巢、骨盆腔
婦產,陰道分泌物（白帶）,"外陰搔癢,外陰紅腫疼痛,分泌物有異味,白色渣狀分泌物,濃液狀分泌物,小便灼熱剌痛感,性行為灼熱剌痛感","發燒,反覆泌尿道感染,性交疼痛,不孕","陰道炎患者,停經婦女,濫服抗生素者,與生殖器官帶有病原菌者發生性行為,習慣性灌洗陰道者,習慣穿著牛仔褲、緊身褲者,如廁後擦拭習慣不佳者",婦科、皮膚科,陰道
婦產,卵巢炎,"腹痛,腰痛,陰道分泌物增加,畏寒,發燒,陰道出血,腹瀉,頻尿,食慾不振,噁心,嘔吐,腹脹,月經失調","不孕,子宮外孕,廣泛性腹膜炎,敗血症,感染性休克,輸卵管炎","性工作者。,性伴侶較多或性生活頻繁的女性。,15~40歲的女性。,未生產過的女性。,施行流產手術或子宮手術的患者。,有裝子宮內避孕器的女性。",婦產科,卵巢
婦產,陰道炎,"陰道搔癢感,陰道刺痛感,陰道灼熱感,陰道分泌物增加,頻尿,性交疼痛,腹痛,排尿疼痛,陰道出血,分泌物惡臭,陰道紅腫","子宮頸炎,骨盆腔炎,早產,子宮內膜炎,膀胱炎,尿道炎","性工作者、多重性伴侶或性生活頻繁的女性。,長期服用抗生素、類固醇、口服避孕藥的人。,有抽煙習慣的女性。,血糖控制不佳的糖尿病病患。,後天免疫功能不全或免疫功能低下患者。,懷孕婦女。,使用子宮避孕器的婦女。,沐浴時用水或清潔劑不當灌洗陰道者。,習慣使用護墊或穿著不透氣緊身褲、牛仔褲或褲襪的女性。","婦產科,泌尿科",陰道
婦產,子宮內膜息肉,"陰道出血,不正常月經出血,性交後出血,經痛,陰道分泌物增加,下腹部墜痛感,分泌物惡臭,停經後出血,經血量過多,經期增長","流產,不孕,月經失調","30~60歲的婦女，又以40~50歲的女性發生率最高。,有子宮內膜息肉病史者。,罹患多囊性卵巢症候群的女性。,罹患子宮內膜炎的女性，因受到長期發炎的刺激，也較易形成息肉。,長期接受女性荷爾蒙補充療法者。,肥胖（BMI>30）女性。因脂肪細胞為性荷爾蒙的來源之一，而肥胖者脂肪組織較多，容易擾亂身體荷爾蒙的平衡。",婦產科,子宮
婦產,子宮肌瘤,"子宮異常出血,經血過多,貧血,疲勞,經痛,經期延長,月經量增加,月經有血塊,便秘,脹氣,頻尿,小便滯留,失禁,慢性骨盆腔疼痛,下肢水腫,靜脈曲張,腹痛,腰痠,輸卵管水腫","早期流產,重複性流產,不孕,子宮外孕,早產,羊膜早期破水,胎盤剝離,前置胎盤,胎兒胎位不正,阻擋孕婦產道","30~50歲的育齡婦女，又以40~50歲的發病率最高。,肥胖女性因的體內脂肪組織所產生的雌激素較多，容易使子宮肌瘤增生。,有子宮肌瘤家族病史者。,早發初經和晚停經的女性。因雌激素的暴露增加，會提高子宮肌瘤的發生率。",婦產科,子宮
婦產,乳癌,"乳房腫塊,乳腺疼痛,乳頭出血,乳頭凹陷,乳房外型改變,乳房皮膚呈橘皮組織,乳房紅腫,乳房潰爛,腋下淋巴腺腫大,不正常乳頭分泌物",癌細胞轉移（肺臟、肝臟、骨骼等）,"40~50歲的婦女。,家族有乳癌病史的女性。,胸部曾接受放射治療者。,未曾生育或30歲以上才生第一胎者。,初經較早（11歲以下）或停經較晚（55歲以後）者。,曾患良性乳房腫瘤者。,未曾哺乳者。,長期使用賀爾蒙補充劑者。","血液腫瘤科,一般外科,整形外科",乳房
